اسم اللاعب;العمر;المركز;عدد التمريرات;دقة التمريرات (%);عدد التسديدات;عدد الأهداف;نسبة النجاح في المواجهات (%);السرعة القصوى (كم/س);المسافة المقطوعة (كم);معدل نبض القلب;نسبة التعب في نهاية الشوط;التقييم العام;تصنيف اللاعب
محمد البلوي;26;دفاع;79;61.44;5;1;58.85;29.22;7.54;165;37.18;49.36;موهوب
تركي العتيبي;28;دفاع;20;67.14;8;3;75.37;33.88;9.30;146;23.58;42.92;غير موهوب
محمد الحربي;27;دفاع;63;79.65;5;0;46.89;24.55;9.74;125;16.45;41.14;غير موهوب
محمد الغامدي;18;هجوم;89;74.81;1;0;45.01;25.82;10.57;167;45.42;50.96;موهوب
ناصر الحربي;27;حارس;25;67.96;0;3;43.49;31.31;10.72;167;17.06;40.62;غير موهوب
سعود الغامدي;19;دفاع;80;94.76;2;0;78.8;28.25;8.41;162;41.10;55.04;موهوب
سالم المالكي;22;وسط;62;87.02;9;4;53.81;33.52;6.37;141;38.30;48.33;موهوب
فهد الزهراني;25;هجوم;12;69.41;4;0;40.03;33.24;10.25;133;13.15;35.01;غير موهوب
خالد العنزي;27;حارس;25;75.85;5;1;50.99;30.33;8.64;164;25.34;42.91;غير موهوب
ناصر الغامدي;25;هجوم;22;60.23;8;2;53.38;32.72;9.37;133;41.97;40.30;غير موهوب
سالم الغامدي;28;وسط;14;65.62;6;4;50.35;27.82;11.22;145;27.50;39.06;غير موهوب
عبدالله الحربي;29;حارس;69;78.94;8;1;73.79;28.54;10.19;142;32.25;49.30;موهوب
فهد الشمري;25;حارس;61;74.69;7;0;40.5;33.45;8.09;144;20.77;43.28;غير موهوب
راكان العنزي;20;هجوم;10;79.47;6;4;50;26.24;9.53;165;34.45;42.74;غير موهوب
راكان الزهراني;20;حارس;35;85.52;6;3;57.84;25.04;9.79;176;22.86;46.78;موهوب
ناصر العتيبي;20;وسط;70;63.23;8;5;41.75;32.72;10.05;143;17.00;43.42;غير موهوب
ناصر الزهراني;23;دفاع;80;87.87;0;0;54.98;32.52;9.53;156;38.04;50.99;موهوب
تركي العتيبي;20;وسط;49;87.12;6;0;58.06;27.52;6.29;177;28.12;48.79;موهوب
راكان العنزي;27;دفاع;40;79.84;5;4;79.39;30.74;8.75;122;41.70;45.71;موهوب
تركي الزهراني;30;حارس;59;92.03;8;1;45.27;29.11;7.20;168;33.18;49.20;موهوب
خالد العنزي;30;دفاع;7;90.88;1;0;71.86;29.03;6.61;129;38.75;41.57;غير موهوب
سالم المالكي;19;هجوم;83;80.29;4;3;79.59;34.08;9.91;177;22.16;54.78;موهوب
خالد الغامدي;17;حارس;47;78.33;10;2;41.25;27.41;7.79;128;11.47;39.25;غير موهوب
راكان الزهراني;24;هجوم;91;83.33;3;3;63.9;32.03;6.33;137;25.79;49.49;موهوب
تركي الحربي;25;حارس;55;78.81;7;0;67.72;24.75;11.57;125;32.71;44.73;غير موهوب
أحمد العنزي;16;وسط;33;85.74;7;4;54.73;29.49;7.98;160;33.33;46.14;موهوب
خالد الحربي;17;حارس;43;75.39;9;3;64.73;28.44;8.90;127;46.52;45.11;موهوب
فهد العنزي;26;حارس;60;94.86;2;0;84.78;33.07;10.45;165;11.51;51.30;موهوب
ناصر الشمري;24;حارس;22;91.46;6;0;47.33;33.47;9.65;147;14.45;41.26;غير موهوب
سعود الشمري;23;دفاع;77;88.21;7;4;46.03;25.67;5.76;146;25.12;47.20;موهوب
عبدالله البلوي;22;حارس;33;62.96;0;0;80.14;33.49;7.92;177;36.06;47.84;موهوب
سالم البلوي;29;دفاع;91;82.02;2;1;47.85;25.66;7.05;141;44.05;49.07;موهوب
سعود المالكي;20;وسط;20;88.30;7;5;69.04;32.57;8.51;162;16.75;45.46;موهوب
فهد الزهراني;18;وسط;77;69.85;11;1;86.42;33.79;9.13;132;49.64;52.20;موهوب
سعود المالكي;24;دفاع;65;63.63;9;3;72.85;31.83;6.40;139;17.21;45.32;موهوب
أحمد القحطاني;18;حارس;32;83.89;6;0;78.82;27.30;10.81;130;33.12;44.66;غير موهوب
تركي القحطاني;21;حارس;31;86.30;10;0;68.82;31.79;11.08;159;16.19;46.02;موهوب
راكان الرويلي;24;حارس;28;60.05;0;0;42.87;27.35;9.51;130;45.05;38.09;غير موهوب
تركي الزهراني;18;وسط;69;84.24;2;3;77.81;29.33;9.10;145;26.25;49.53;موهوب
محمد العنزي;22;هجوم;29;88.85;2;5;41.82;33.39;9.30;156;37.76;44.79;غير موهوب
محمد الحربي;21;وسط;34;88.48;1;1;81.39;27.44;11.13;158;31.45;48.21;موهوب
سعود الزهراني;30;وسط;14;67.75;3;1;60.39;26.44;11.17;158;14.66;39.60;غير موهوب
راكان البلوي;19;هجوم;82;61.95;2;0;75.04;28.46;7.81;134;39.92;47.91;موهوب
تركي المالكي;29;وسط;18;89.14;4;2;41.18;30.36;10.71;178;21.87;43.92;غير موهوب
محمد الغامدي;21;وسط;57;73.69;4;4;41.23;30.65;11.06;178;45.27;49.43;موهوب
خالد الزهراني;24;هجوم;48;90.61;5;2;47.46;30.17;7.56;158;12.07;44.54;غير موهوب
سعود العتيبي;29;حارس;24;79.36;10;6;53.37;27.86;6.65;168;22.46;44.19;غير موهوب
عبدالله الزهراني;27;هجوم;26;64.23;4;0;42.59;24.04;8.49;164;46.77;42.24;غير موهوب
راكان الشمري;18;هجوم;80;78.72;2;1;59.33;28.57;9.60;131;37.70;47.55;موهوب
ناصر الرويلي;17;وسط;65;74.83;5;3;89.03;28.62;8.69;161;34.46;52.18;موهوب
تركي العنزي;18;حارس;39;92.48;7;2;56.86;26.32;7.58;131;42.04;44.92;غير موهوب
أحمد الشمري;27;حارس;59;63.99;3;2;42.06;28.68;7.32;141;37.03;42.68;غير موهوب
تركي البلوي;24;هجوم;19;73.69;4;1;43.11;30.83;11.64;129;13.86;36.24;غير موهوب
راكان البلوي;20;وسط;50;91.48;1;2;41.26;27.71;6.42;131;39.44;43.37;غير موهوب
راكان الزهراني;21;هجوم;16;68.54;1;2;40.05;24.39;10.15;150;18.50;36.74;غير موهوب
عبدالله العنزي;21;وسط;26;64.41;7;5;63.6;29.07;7.91;156;23.19;42.46;غير موهوب
سعود الحربي;16;هجوم;82;78.06;9;3;61.19;31.12;11.14;129;13.42;46.44;موهوب
تركي الرويلي;23;حارس;68;83.32;2;1;84.8;34.09;6.83;159;9.61;49.85;موهوب
تركي الحربي;28;وسط;73;61.15;7;4;56.62;28.22;8.64;172;44.74;50.60;موهوب
راكان الغامدي;24;هجوم;73;79.08;7;1;84.02;30.49;7.09;145;28.83;50.61;موهوب
تركي الحربي;26;دفاع;71;64.94;8;3;61.17;27.84;6.21;146;29.96;46.46;موهوب
تركي الحربي;27;وسط;55;89.89;2;0;42.42;32.23;8.06;171;20.58;46.80;موهوب
راكان البلوي;26;دفاع;31;80.77;10;1;86.99;27.90;9.67;168;29.59;49.44;موهوب
ناصر العنزي;22;دفاع;43;77.92;6;0;81.4;27.35;10.66;124;36.08;45.16;موهوب
ناصر البلوي;18;دفاع;70;79.23;0;1;69.48;24.59;9.10;128;27.47;45.43;موهوب
سالم المالكي;25;دفاع;90;87.42;5;2;79.25;32.78;9.71;142;32.21;53.37;موهوب
راكان الزهراني;16;دفاع;35;64.21;11;1;81.57;27.29;9.94;182;44.43;50.72;موهوب
أحمد المالكي;26;دفاع;30;90.56;9;6;67.02;32.53;7.04;155;46.52;49.30;موهوب
سعود العنزي;22;حارس;94;79.67;10;5;66.46;33.64;7.04;126;37.36;51.02;موهوب
سالم الغامدي;23;دفاع;22;90.90;4;1;49.35;29.70;8.62;137;18.47;40.11;غير موهوب
سعود الحربي;23;حارس;77;69.58;6;3;66.91;30.73;9.48;174;21.59;50.92;موهوب
محمد العنزي;18;هجوم;25;93.40;4;2;55.3;31.88;6.59;171;21.15;45.59;موهوب
خالد الزهراني;25;حارس;55;84.76;5;5;43.28;30.24;6.72;146;46.18;46.91;موهوب
سعود القحطاني;25;هجوم;16;86.22;2;0;69.03;31.53;6.86;124;28.08;40.41;غير موهوب
فهد الغامدي;26;وسط;24;78.54;8;2;53.67;27.54;8.92;156;24.16;42.54;غير موهوب
خالد القحطاني;19;حارس;9;79.68;4;5;85.63;24.71;10.94;133;43.47;43.94;غير موهوب
أحمد الغامدي;19;حارس;65;82.85;9;0;42.46;30.87;7.64;149;15.93;44.75;غير موهوب
سالم الحربي;20;دفاع;51;85.60;3;0;71.52;27.99;9.37;166;26.27;48.97;موهوب
فهد الزهراني;25;وسط;86;93.63;3;0;71.75;33.41;9.06;156;24.88;53.08;موهوب
عبدالله العنزي;24;حارس;43;71.71;10;4;64.85;25.14;7.85;159;39.69;47.25;موهوب
عبدالله العنزي;26;هجوم;69;89.96;2;1;79.37;29.75;6.66;168;30.26;52.89;موهوب
فهد الحربي;26;دفاع;29;61.80;7;4;52.2;32.16;7.69;137;17.55;38.71;غير موهوب
سالم القحطاني;16;دفاع;23;93.80;1;0;46.47;26.97;8.50;149;34.45;42.58;غير موهوب
محمد الزهراني;23;وسط;15;71.32;6;5;58.29;32.23;9.76;166;16.16;42.20;غير موهوب
محمد البلوي;16;دفاع;85;67.82;4;3;78.78;30.95;9.97;120;34.32;48.20;موهوب
تركي المالكي;26;حارس;33;61.41;9;4;77.27;26.77;7.39;160;47.94;47.42;موهوب
خالد الغامدي;29;هجوم;43;72.56;3;3;44.25;32.39;10.82;127;50.59;42.96;غير موهوب
فهد العنزي;28;هجوم;82;90.79;8;4;65.07;34.14;9.40;144;48.45;53.98;موهوب
راكان العتيبي;28;حارس;23;81.63;9;4;67.93;31.43;9.00;154;30.06;45.56;موهوب
سعود البلوي;18;وسط;8;77.78;4;1;57.05;24.92;8.65;166;42.86;43.36;غير موهوب
خالد العتيبي;15;حارس;19;75.27;2;0;46.78;26.18;10.45;126;36.08;37.97;غير موهوب
خالد المالكي;24;هجوم;72;82.06;2;1;65.37;27.37;9.93;142;49.08;50.09;موهوب
عبدالله الشمري;29;وسط;25;65.17;4;2;63.66;28.43;6.49;171;16.77;42.50;غير موهوب
سالم البلوي;24;وسط;45;62.35;3;0;63.78;32.68;10.93;164;35.46;46.36;موهوب
عبدالله الزهراني;24;هجوم;54;78.12;3;0;67.85;27.34;7.28;162;11.65;45.69;موهوب
خالد المالكي;19;حارس;43;79.88;7;1;57.72;32.48;8.78;146;17.02;43.65;غير موهوب
خالد الغامدي;17;دفاع;8;79.16;4;2;48.34;30.45;8.16;156;36.13;41.36;غير موهوب
تركي البلوي;29;وسط;39;76.50;5;1;56.65;33.45;10.81;153;14.43;43.32;غير موهوب
خالد الحربي;19;وسط;94;80.81;0;0;80.55;32.15;8.54;175;16.90;54.22;موهوب
محمد الزهراني;22;هجوم;37;67.34;3;2;85.99;30.72;8.04;159;47.99;49.01;موهوب
خالد الرويلي;25;وسط;88;74.33;3;4;73.22;26.24;10.97;179;27.62;54.04;موهوب
سالم القحطاني;26;هجوم;49;87.44;9;2;57.51;34.02;7.12;160;41.52;49.73;موهوب
محمد العتيبي;19;وسط;58;93.10;4;5;44.03;32.38;7.42;135;34.43;45.93;موهوب
أحمد الرويلي;20;دفاع;26;79.70;7;2;71.7;28.71;8.79;150;21.90;43.98;غير موهوب
سالم العتيبي;19;حارس;22;94.29;6;0;89.67;25.18;8.06;127;13.14;42.82;غير موهوب
عبدالله الزهراني;20;هجوم;85;74.47;9;5;77.86;30.10;8.09;156;11.75;50.81;موهوب
سعود المالكي;23;دفاع;76;84.69;6;0;59.44;28.78;7.55;182;19.92;51.60;موهوب
سالم القحطاني;24;هجوم;72;88.01;8;1;70.87;33.50;8.62;176;44.20;55.80;موهوب
سالم المالكي;20;هجوم;48;84.36;4;2;50.2;25.62;7.54;160;35.46;46.35;موهوب
سعود الزهراني;23;وسط;18;73.18;2;0;78.28;29.20;6.31;140;28.62;41.73;غير موهوب
خالد البلوي;24;دفاع;55;71.89;11;3;83.8;29.94;6.47;160;33.95;50.56;موهوب
ناصر الزهراني;17;وسط;23;92.38;0;0;76.05;30.87;8.66;140;43.54;46.06;موهوب
راكان البلوي;20;حارس;62;83.65;5;2;76.02;30.82;9.54;183;25.63;53.07;موهوب
عبدالله البلوي;23;حارس;52;72.20;8;0;40.72;24.90;9.43;147;30.29;42.73;غير موهوب
عبدالله المالكي;27;دفاع;41;94.75;6;2;85.72;25.98;8.98;135;43.30;49.19;موهوب
عبدالله العنزي;26;وسط;71;76.88;11;0;66.56;25.03;6.07;160;36.01;50.28;موهوب
سعود العنزي;30;دفاع;91;74.52;4;3;43.66;23.56;11.48;163;49.91;51.57;موهوب
خالد القحطاني;24;وسط;68;72.89;6;6;67.08;32.22;6.71;137;32.17;47.56;موهوب
محمد العنزي;22;حارس;82;85.69;6;3;73.57;32.16;9.13;127;11.10;47.74;موهوب
تركي المالكي;17;حارس;82;69.38;4;2;67.44;26.82;6.22;124;23.58;45.05;موهوب
عبدالله القحطاني;18;هجوم;85;68.17;5;5;68.29;30.37;10.54;123;35.52;47.88;موهوب
أحمد الشمري;28;وسط;21;70.39;8;1;55.34;31.80;7.59;150;37.08;42.47;غير موهوب
سالم العنزي;26;وسط;54;85.04;11;5;51.9;26.26;9.21;151;17.13;45.62;موهوب
فهد الغامدي;18;وسط;82;65.88;3;0;70.97;30.43;10.58;177;45.29;53.91;موهوب
عبدالله العتيبي;22;دفاع;49;60.64;2;2;69.8;31.78;6.08;171;15.90;45.36;موهوب
عبدالله الحربي;21;حارس;72;76.11;6;3;57.25;23.74;8.43;132;36.58;46.12;موهوب
تركي الرويلي;16;وسط;78;81.59;3;3;87.66;29.32;9.13;119;40.74;50.16;موهوب
محمد العنزي;15;حارس;46;80.97;0;0;78.66;25.75;6.48;156;38.59;48.05;موهوب
سعود البلوي;29;حارس;49;81.12;2;1;72.46;28.52;6.45;138;32.78;45.70;موهوب
محمد المالكي;22;هجوم;16;76.43;8;5;52.25;28.24;7.51;160;28.79;42.47;غير موهوب
سعود المالكي;24;حارس;75;89.43;0;1;68.02;26.59;6.17;150;16.28;48.05;موهوب
فهد العتيبي;26;دفاع;43;63.77;1;1;44.61;31.85;10.94;163;16.40;41.73;غير موهوب
راكان المالكي;18;دفاع;19;68.02;7;4;70.88;23.42;10.51;172;15.40;43.36;غير موهوب
ناصر العتيبي;26;وسط;73;84.93;4;2;42.57;33.38;8.24;137;36.48;46.84;موهوب
أحمد البلوي;17;حارس;47;89.23;2;1;74.14;32.52;10.69;175;43.18;52.75;موهوب
سالم البلوي;21;هجوم;56;74.64;6;0;74.1;28.97;11.21;128;32.26;45.69;موهوب
سعود القحطاني;17;وسط;33;64.26;2;0;66.85;30.05;8.48;119;10.99;37.18;غير موهوب
محمد الحربي;21;حارس;20;63.97;5;2;47.15;30.92;7.42;129;21.46;36.32;غير موهوب
سعود الزهراني;24;دفاع;15;89.59;8;0;54.07;32.81;6.78;143;35.23;42.72;غير موهوب
تركي الرويلي;25;دفاع;59;80.32;9;2;88.93;33.14;7.23;160;15.14;50.53;موهوب
عبدالله الزهراني;23;حارس;58;63.59;3;4;44.31;30.86;7.04;172;21.60;44.93;غير موهوب
خالد القحطاني;20;هجوم;69;70.96;10;2;61.68;32.34;7.49;129;47.83;47.81;موهوب
تركي الرويلي;26;دفاع;92;78.66;10;3;85.48;29.03;7.70;126;22.99;50.54;موهوب
فهد الغامدي;25;هجوم;70;65.63;8;2;89.12;24.30;10.10;133;24.46;47.40;موهوب
فهد البلوي;23;دفاع;91;81.96;8;2;75.67;30.94;5.86;174;12.36;53.53;موهوب
سعود الشمري;25;دفاع;14;75.44;6;4;44.57;26.72;10.05;129;38.17;38.66;غير موهوب
خالد البلوي;26;هجوم;27;82.36;9;4;56.94;27.84;11.63;159;32.08;45.54;موهوب
خالد العتيبي;20;هجوم;28;79.38;7;1;57.77;27.23;11.25;129;47.24;43.10;غير موهوب
فهد الشمري;15;حارس;78;91.02;0;1;69.71;32.67;7.27;140;24.06;49.30;موهوب
تركي الغامدي;19;هجوم;32;71.24;8;0;42.75;23.95;6.42;181;12.53;41.99;غير موهوب
أحمد العتيبي;27;حارس;29;77.55;8;4;70.48;29.91;6.65;128;27.48;42.34;غير موهوب
ناصر الغامدي;26;وسط;89;88.75;2;1;41.36;25.55;8.13;164;48.15;51.99;موهوب
أحمد العنزي;22;هجوم;42;81.84;8;3;84.95;30.87;8.22;176;13.29;49.80;موهوب
خالد الشمري;22;حارس;83;66.14;6;5;87.31;30.98;6.49;176;14.37;52.81;موهوب
عبدالله البلوي;23;دفاع;63;77.29;7;0;83.76;25.62;6.20;130;9.29;44.68;غير موهوب
سالم العتيبي;21;وسط;28;89.28;8;3;79.31;31.88;9.66;145;19.19;45.92;موهوب
أحمد القحطاني;25;حارس;16;82.45;9;0;49.3;28.54;8.85;132;47.45;41.51;غير موهوب
سالم الرويلي;25;دفاع;27;78.01;5;3;79.08;24.50;9.79;121;32.77;42.24;غير موهوب
سعود المالكي;29;وسط;62;67.88;4;2;49.8;33.24;6.80;129;46.23;44.55;غير موهوب
أحمد البلوي;17;حارس;46;80.09;9;0;76.87;31.35;9.01;174;12.49;48.76;موهوب
ناصر الغامدي;22;حارس;23;64.03;9;2;40.58;32.93;9.72;137;26.21;38.27;غير موهوب
خالد العنزي;25;حارس;71;61.65;3;1;87.19;31.50;9.34;159;10.92;48.29;موهوب
عبدالله الغامدي;17;دفاع;54;60.73;4;1;63.69;26.82;11.00;127;41.64;43.32;غير موهوب
خالد المالكي;18;دفاع;83;66.43;9;0;50.58;29.05;8.50;135;32.30;45.98;موهوب
راكان العتيبي;27;دفاع;79;94.06;5;1;54.04;33.89;10.34;174;24.79;52.90;موهوب
ناصر المالكي;18;وسط;12;64.94;8;0;82.86;32.10;9.55;117;44.75;41.24;غير موهوب
خالد القحطاني;27;هجوم;81;80.61;0;0;57.19;25.75;9.52;133;32.56;46.63;موهوب
خالد البلوي;16;حارس;80;93.33;0;1;56.71;32.18;8.80;150;45.36;51.93;موهوب
أحمد الغامدي;29;هجوم;87;67.37;10;1;52.82;25.28;7.68;133;33.38;46.39;موهوب
سالم العنزي;28;دفاع;13;83.72;7;2;78.22;30.92;8.13;178;47.85;49.87;موهوب
محمد الغامدي;26;حارس;21;88.88;8;4;62.37;32.03;9.76;158;28.10;45.79;موهوب
محمد الزهراني;24;وسط;30;89.40;0;0;72.35;24.19;9.68;153;16.29;43.88;غير موهوب
راكان العتيبي;26;هجوم;30;81.00;5;4;65.33;31.78;6.91;174;31.05;47.67;موهوب
سالم العنزي;21;هجوم;75;86.28;12;0;65.89;27.44;6.98;180;47.85;55.72;موهوب
تركي المالكي;16;وسط;39;66.72;5;4;70.17;26.91;6.14;134;15.19;40.79;غير موهوب
عبدالله الغامدي;16;حارس;28;82.62;6;0;86.27;27.78;7.62;138;25.70;44.67;غير موهوب
عبدالله الغامدي;27;دفاع;63;92.95;4;0;52.25;33.05;8.70;148;26.32;47.59;موهوب
عبدالله العتيبي;20;وسط;70;76.31;5;3;76.42;27.43;8.60;158;21.37;49.57;موهوب
محمد البلوي;18;حارس;30;81.73;6;3;61.58;28.01;6.07;131;40.41;43.09;غير موهوب
عبدالله الحربي;24;هجوم;30;70.12;0;0;78.68;26.46;9.95;152;26.22;43.71;غير موهوب
سالم البلوي;26;دفاع;22;84.59;0;0;49.72;25.02;9.12;136;20.08;38.50;غير موهوب
راكان الرويلي;21;وسط;23;92.38;0;1;69.96;28.22;10.68;126;43.22;43.83;غير موهوب
عبدالله الرويلي;28;دفاع;30;72.88;5;1;77.79;24.06;8.82;121;45.40;42.88;غير موهوب
عبدالله العتيبي;24;حارس;47;70.64;11;2;57.02;31.16;6.71;167;44.22;48.53;موهوب
ناصر الرويلي;24;وسط;72;81.48;4;0;89.66;24.69;8.11;133;17.58;47.84;موهوب
ناصر المالكي;23;دفاع;86;88.88;4;2;47.6;33.22;11.87;158;10.50;49.12;موهوب
محمد الشمري;21;وسط;14;66.86;6;2;71.02;30.73;8.53;172;47.06;46.47;موهوب
عبدالله الغامدي;24;حارس;60;91.90;9;1;74.76;25.06;9.08;151;48.70;52.28;موهوب
محمد الغامدي;26;دفاع;29;82.50;10;1;69.46;28.55;7.93;120;24.82;41.47;غير موهوب
راكان الرويلي;23;وسط;46;67.77;6;4;87.46;30.87;7.55;155;18.60;47.03;موهوب
تركي القحطاني;29;وسط;20;64.16;4;1;85.93;28.37;10.57;153;11.38;42.05;غير موهوب
أحمد الزهراني;26;دفاع;41;73.22;7;4;53.14;32.73;8.47;122;38.18;42.19;غير موهوب
فهد الحربي;25;حارس;50;94.31;9;0;60.08;31.22;10.88;170;47.50;52.55;موهوب
راكان الغامدي;22;حارس;85;85.01;2;0;53.92;27.88;10.78;170;47.15;53.53;موهوب
فهد القحطاني;23;هجوم;82;80.64;2;2;56.37;32.34;8.30;151;28.43;49.23;موهوب
سعود العنزي;17;وسط;33;61.23;7;1;53.5;33.54;7.62;149;12.53;39.82;غير موهوب
راكان الزهراني;23;حارس;57;90.98;4;2;64.59;30.05;7.33;182;21.63;51.06;موهوب
تركي القحطاني;25;حارس;26;63.73;10;1;85.59;28.79;6.70;172;27.33;46.79;موهوب
محمد الحربي;25;دفاع;39;73.79;3;1;85.3;34.60;10.65;173;19.78;48.90;موهوب
محمد الزهراني;18;هجوم;66;87.95;3;0;78.23;29.61;6.47;152;22.67;49.55;موهوب
تركي الزهراني;18;هجوم;86;81.53;9;6;64.25;29.77;7.01;165;21.12;52.19;موهوب
عبدالله المالكي;21;حارس;29;78.20;5;4;82.33;30.93;8.54;161;14.53;45.95;موهوب
عبدالله العتيبي;19;هجوم;14;63.64;0;1;59.78;33.05;6.28;129;14.60;35.71;غير موهوب
تركي المالكي;23;هجوم;60;70.36;3;2;66.64;33.11;8.05;146;32.78;46.88;موهوب
ناصر الرويلي;18;وسط;18;86.90;8;3;52.9;27.76;7.73;145;22.76;41.34;غير موهوب
خالد الرويلي;24;هجوم;45;65.01;0;0;79.94;34.49;11.02;132;14.40;42.43;غير موهوب
محمد الزهراني;18;دفاع;50;68.37;2;2;67.35;28.10;7.32;167;23.73;46.21;موهوب
